year,state,count_type,count
2014,Oregon,Sheltered SH Chronically Homeless Individuals,10.0
2014,Pennsylvania,Sheltered SH Chronically Homeless Individuals,207.0
2014,PR,Sheltered SH Chronically Homeless Individuals,48.0
2014,Rhode Island,Sheltered SH Chronically Homeless Individuals,21.0
2014,South Carolina,Sheltered SH Chronically Homeless Individuals,12.0
2014,South Dakota,Sheltered SH Chronically Homeless Individuals,0.0
2014,Tennessee,Sheltered SH Chronically Homeless Individuals,17.0
2014,Texas,Sheltered SH Chronically Homeless Individuals,91.0
2014,Utah,Sheltered SH Chronically Homeless Individuals,45.0
2014,Virginia,Sheltered SH Chronically Homeless Individuals,49.0
2014,VI,Sheltered SH Chronically Homeless Individuals,0.0
2014,Vermont,Sheltered SH Chronically Homeless Individuals,4.0
2014,Washington,Sheltered SH Chronically Homeless Individuals,30.0
2014,Wisconsin,Sheltered SH Chronically Homeless Individuals,21.0
2014,West Virginia,Sheltered SH Chronically Homeless Individuals,4.0
2014,Wyoming,Sheltered SH Chronically Homeless Individuals,0.0
2014,Total,Sheltered SH Chronically Homeless Individuals,1358.0
2014,Alaska,Sheltered Total Chronically Homeless Individuals,119.0
2014,Alabama,Sheltered Total Chronically Homeless Individuals,245.0
2014,Arkansas,Sheltered Total Chronically Homeless Individuals,82.0
2014,Arizona,Sheltered Total Chronically Homeless Individuals,303.0
2014,California,Sheltered Total Chronically Homeless Individuals,4417.0
2014,Colorado,Sheltered Total Chronically Homeless Individuals,635.0
2014,Connecticut,Sheltered Total Chronically Homeless Individuals,696.0
2014,DC,Sheltered Total Chronically Homeless Individuals,1274.0
2014,Delaware,Sheltered Total Chronically Homeless Individuals,79.0
2014,Florida,Sheltered Total Chronically Homeless Individuals,1717.0
2014,Georgia,Sheltered Total Chronically Homeless Individuals,862.0
2014,GU,Sheltered Total Chronically Homeless Individuals,0.0
2014,Hawaii,Sheltered Total Chronically Homeless Individuals,145.0
2014,Iowa,Sheltered Total Chronically Homeless Individuals,121.0
2014,Idaho,Sheltered Total Chronically Homeless Individuals,69.0
2014,Illinois,Sheltered Total Chronically Homeless Individuals,891.0
2014,Indiana,Sheltered Total Chronically Homeless Individuals,433.0
2014,Kansas,Sheltered Total Chronically Homeless Individuals,184.0
2014,Kentucky,Sheltered Total Chronically Homeless Individuals,424.0
2014,Louisiana,Sheltered Total Chronically Homeless Individuals,232.0
2014,Massachusetts,Sheltered Total Chronically Homeless Individuals,1285.0
2014,Maryland,Sheltered Total Chronically Homeless Individuals,997.0
2014,Maine,Sheltered Total Chronically Homeless Individuals,200.0
2014,Michigan,Sheltered Total Chronically Homeless Individuals,745.0
2014,Minnesota,Sheltered Total Chronically Homeless Individuals,562.0
2014,Missouri,Sheltered Total Chronically Homeless Individuals,469.0
2014,MP,Sheltered Total Chronically Homeless Individuals,
2014,Mississippi,Sheltered Total Chronically Homeless Individuals,74.0
2014,Montana,Sheltered Total Chronically Homeless Individuals,71.0
2014,North Carolina,Sheltered Total Chronically Homeless Individuals,639.0
2014,North Dakota,Sheltered Total Chronically Homeless Individuals,97.0
2014,Nebraska,Sheltered Total Chronically Homeless Individuals,336.0
2014,New Hampshire,Sheltered Total Chronically Homeless Individuals,251.0
2014,New Jersey,Sheltered Total Chronically Homeless Individuals,760.0
2014,New Mexico,Sheltered Total Chronically Homeless Individuals,458.0
2014,Nevada,Sheltered Total Chronically Homeless Individuals,96.0
2014,New York,Sheltered Total Chronically Homeless Individuals,1947.0
2014,Ohio,Sheltered Total Chronically Homeless Individuals,894.0
2014,Oklahoma,Sheltered Total Chronically Homeless Individuals,366.0
2014,Oregon,Sheltered Total Chronically Homeless Individuals,505.0
2014,Pennsylvania,Sheltered Total Chronically Homeless Individuals,983.0
2014,PR,Sheltered Total Chronically Homeless Individuals,194.0
2014,Rhode Island,Sheltered Total Chronically Homeless Individuals,198.0
2014,South Carolina,Sheltered Total Chronically Homeless Individuals,100.0
2014,South Dakota,Sheltered Total Chronically Homeless Individuals,68.0
2014,Tennessee,Sheltered Total Chronically Homeless Individuals,1169.0
2014,Texas,Sheltered Total Chronically Homeless Individuals,1892.0
2014,Utah,Sheltered Total Chronically Homeless Individuals,346.0
2014,Virginia,Sheltered Total Chronically Homeless Individuals,674.0
2014,VI,Sheltered Total Chronically Homeless Individuals,1.0
2014,Vermont,Sheltered Total Chronically Homeless Individuals,159.0
2014,Washington,Sheltered Total Chronically Homeless Individuals,1015.0
2014,Wisconsin,Sheltered Total Chronically Homeless Individuals,359.0
2014,West Virginia,Sheltered Total Chronically Homeless Individuals,279.0
2014,Wyoming,Sheltered Total Chronically Homeless Individuals,86.0
2014,Total,Sheltered Total Chronically Homeless Individuals,31203.0
2014,Alaska,Unsheltered Chronically Homeless Individuals,63.0
2014,Alabama,Unsheltered Chronically Homeless Individuals,373.0
2014,Arkansas,Unsheltered Chronically Homeless Individuals,434.0
2014,Arizona,Unsheltered Chronically Homeless Individuals,601.0
2014,California,Unsheltered Chronically Homeless Individuals,23783.0
2014,Colorado,Unsheltered Chronically Homeless Individuals,700.0
2014,Connecticut,Unsheltered Chronically Homeless Individuals,330.0
2014,DC,Unsheltered Chronically Homeless Individuals,335.0
2014,Delaware,Unsheltered Chronically Homeless Individuals,9.0
2014,Florida,Unsheltered Chronically Homeless Individuals,5126.0
2014,Georgia,Unsheltered Chronically Homeless Individuals,1783.0
2014,GU,Unsheltered Chronically Homeless Individuals,24.0
2014,Hawaii,Unsheltered Chronically Homeless Individuals,964.0
2014,Iowa,Unsheltered Chronically Homeless Individuals,90.0
2014,Idaho,Unsheltered Chronically Homeless Individuals,87.0
2014,Illinois,Unsheltered Chronically Homeless Individuals,458.0
2014,Indiana,Unsheltered Chronically Homeless Individuals,109.0
2014,Kansas,Unsheltered Chronically Homeless Individuals,106.0
2014,Kentucky,Unsheltered Chronically Homeless Individuals,190.0
2014,Louisiana,Unsheltered Chronically Homeless Individuals,511.0
2014,Massachusetts,Unsheltered Chronically Homeless Individuals,305.0
2014,Maryland,Unsheltered Chronically Homeless Individuals,518.0
2014,Maine,Unsheltered Chronically Homeless Individuals,18.0
2014,Michigan,Unsheltered Chronically Homeless Individuals,415.0
2014,Minnesota,Unsheltered Chronically Homeless Individuals,323.0
2014,Missouri,Unsheltered Chronically Homeless Individuals,266.0
2014,MP,Unsheltered Chronically Homeless Individuals,
2014,Mississippi,Unsheltered Chronically Homeless Individuals,201.0
2014,Montana,Unsheltered Chronically Homeless Individuals,185.0
2014,North Carolina,Unsheltered Chronically Homeless Individuals,645.0
2014,North Dakota,Unsheltered Chronically Homeless Individuals,14.0
2014,Nebraska,Unsheltered Chronically Homeless Individuals,29.0
2014,New Hampshire,Unsheltered Chronically Homeless Individuals,50.0
2014,New Jersey,Unsheltered Chronically Homeless Individuals,390.0
2014,New Mexico,Unsheltered Chronically Homeless Individuals,159.0
2014,Nevada,Unsheltered Chronically Homeless Individuals,601.0
2014,New York,Unsheltered Chronically Homeless Individuals,2403.0
2014,Ohio,Unsheltered Chronically Homeless Individuals,446.0
2014,Oklahoma,Unsheltered Chronically Homeless Individuals,219.0
2014,Oregon,Unsheltered Chronically Homeless Individuals,1702.0
2014,Pennsylvania,Unsheltered Chronically Homeless Individuals,466.0
2014,PR,Unsheltered Chronically Homeless Individuals,1373.0
2014,Rhode Island,Unsheltered Chronically Homeless Individuals,6.0
2014,South Carolina,Unsheltered Chronically Homeless Individuals,173.0
2014,South Dakota,Unsheltered Chronically Homeless Individuals,13.0
2014,Tennessee,Unsheltered Chronically Homeless Individuals,735.0
2014,Texas,Unsheltered Chronically Homeless Individuals,3060.0
2014,Utah,Unsheltered Chronically Homeless Individuals,40.0
2014,Virginia,Unsheltered Chronically Homeless Individuals,291.0
2014,VI,Unsheltered Chronically Homeless Individuals,87.0
2014,Vermont,Unsheltered Chronically Homeless Individuals,40.0
2014,Washington,Unsheltered Chronically Homeless Individuals,1296.0
2014,Wisconsin,Unsheltered Chronically Homeless Individuals,77.0
2014,West Virginia,Unsheltered Chronically Homeless Individuals,145.0
2014,Wyoming,Unsheltered Chronically Homeless Individuals,19.0
2014,Total,Unsheltered Chronically Homeless Individuals,52786.0
2014,Alaska,Chronically Homeless People in Families,24.0
2014,Alabama,Chronically Homeless People in Families,111.0
2014,Arkansas,Chronically Homeless People in Families,3.0
2014,Arizona,Chronically Homeless People in Families,55.0
2014,California,Chronically Homeless People in Families,2878.0
2014,Colorado,Chronically Homeless People in Families,286.0
2014,Connecticut,Chronically Homeless People in Families,189.0
2014,DC,Chronically Homeless People in Families,420.0
2014,Delaware,Chronically Homeless People in Families,3.0
2014,Florida,Chronically Homeless People in Families,1146.0
2014,Georgia,Chronically Homeless People in Families,359.0
2014,GU,Chronically Homeless People in Families,43.0
2014,Hawaii,Chronically Homeless People in Families,192.0
2014,Iowa,Chronically Homeless People in Families,33.0
2014,Idaho,Chronically Homeless People in Families,88.0
2014,Illinois,Chronically Homeless People in Families,139.0
2014,Indiana,Chronically Homeless People in Families,54.0
2014,Kansas,Chronically Homeless People in Families,30.0
2014,Kentucky,Chronically Homeless People in Families,113.0
2014,Louisiana,Chronically Homeless People in Families,33.0
2014,Massachusetts,Chronically Homeless People in Families,1721.0
2014,Maryland,Chronically Homeless People in Families,225.0
2014,Maine,Chronically Homeless People in Families,26.0
2014,Michigan,Chronically Homeless People in Families,133.0
2014,Minnesota,Chronically Homeless People in Families,350.0
2014,Missouri,Chronically Homeless People in Families,262.0
2014,MP,Chronically Homeless People in Families,
2014,Mississippi,Chronically Homeless People in Families,7.0
2014,Montana,Chronically Homeless People in Families,14.0
2014,North Carolina,Chronically Homeless People in Families,147.0
2014,North Dakota,Chronically Homeless People in Families,4.0
2014,Nebraska,Chronically Homeless People in Families,61.0
2014,New Hampshire,Chronically Homeless People in Families,37.0
2014,New Jersey,Chronically Homeless People in Families,249.0
2014,New Mexico,Chronically Homeless People in Families,92.0
2014,Nevada,Chronically Homeless People in Families,8.0
2014,New York,Chronically Homeless People in Families,2862.0
2014,Ohio,Chronically Homeless People in Families,141.0
2014,Oklahoma,Chronically Homeless People in Families,86.0
2014,Oregon,Chronically Homeless People in Families,488.0
2014,Pennsylvania,Chronically Homeless People in Families,158.0
2014,PR,Chronically Homeless People in Families,496.0
2014,Rhode Island,Chronically Homeless People in Families,0.0
2014,South Carolina,Chronically Homeless People in Families,0.0
2014,South Dakota,Chronically Homeless People in Families,37.0
2014,Tennessee,Chronically Homeless People in Families,291.0
2014,Texas,Chronically Homeless People in Families,464.0
2014,Utah,Chronically Homeless People in Families,36.0
2014,Virginia,Chronically Homeless People in Families,56.0
2014,VI,Chronically Homeless People in Families,0.0
2014,Vermont,Chronically Homeless People in Families,84.0
2014,Washington,Chronically Homeless People in Families,224.0
2014,Wisconsin,Chronically Homeless People in Families,88.0
2014,West Virginia,Chronically Homeless People in Families,58.0
2014,Wyoming,Chronically Homeless People in Families,39.0
2014,Total,Chronically Homeless People in Families,15143.0
2014,Alaska,Sheltered ES Chronically Homeless People in Families,18.0
2014,Alabama,Sheltered ES Chronically Homeless People in Families,38.0
2014,Arkansas,Sheltered ES Chronically Homeless People in Families,3.0
2014,Arizona,Sheltered ES Chronically Homeless People in Families,13.0
2014,California,Sheltered ES Chronically Homeless People in Families,714.0
2014,Colorado,Sheltered ES Chronically Homeless People in Families,112.0
2014,Connecticut,Sheltered ES Chronically Homeless People in Families,151.0
2014,DC,Sheltered ES Chronically Homeless People in Families,420.0
2014,Delaware,Sheltered ES Chronically Homeless People in Families,3.0
2014,Florida,Sheltered ES Chronically Homeless People in Families,186.0
2014,Georgia,Sheltered ES Chronically Homeless People in Families,83.0
2014,GU,Sheltered ES Chronically Homeless People in Families,0.0
2014,Hawaii,Sheltered ES Chronically Homeless People in Families,54.0
2014,Iowa,Sheltered ES Chronically Homeless People in Families,33.0
2014,Idaho,Sheltered ES Chronically Homeless People in Families,36.0
2014,Illinois,Sheltered ES Chronically Homeless People in Families,119.0
2014,Indiana,Sheltered ES Chronically Homeless People in Families,52.0
2014,Kansas,Sheltered ES Chronically Homeless People in Families,28.0
2014,Kentucky,Sheltered ES Chronically Homeless People in Families,75.0
2014,Louisiana,Sheltered ES Chronically Homeless People in Families,30.0
2014,Massachusetts,Sheltered ES Chronically Homeless People in Families,1721.0
2014,Maryland,Sheltered ES Chronically Homeless People in Families,138.0
2014,Maine,Sheltered ES Chronically Homeless People in Families,18.0
2014,Michigan,Sheltered ES Chronically Homeless People in Families,80.0
2014,Minnesota,Sheltered ES Chronically Homeless People in Families,327.0
2014,Missouri,Sheltered ES Chronically Homeless People in Families,245.0
2014,MP,Sheltered ES Chronically Homeless People in Families,
2014,Mississippi,Sheltered ES Chronically Homeless People in Families,5.0
2014,Montana,Sheltered ES Chronically Homeless People in Families,6.0
2014,North Carolina,Sheltered ES Chronically Homeless People in Families,81.0
2014,North Dakota,Sheltered ES Chronically Homeless People in Families,4.0
2014,Nebraska,Sheltered ES Chronically Homeless People in Families,61.0
2014,New Hampshire,Sheltered ES Chronically Homeless People in Families,35.0
2014,New Jersey,Sheltered ES Chronically Homeless People in Families,247.0
2014,New Mexico,Sheltered ES Chronically Homeless People in Families,32.0
2014,Nevada,Sheltered ES Chronically Homeless People in Families,8.0
2014,New York,Sheltered ES Chronically Homeless People in Families,2836.0
2014,Ohio,Sheltered ES Chronically Homeless People in Families,115.0
2014,Oklahoma,Sheltered ES Chronically Homeless People in Families,50.0
2014,Oregon,Sheltered ES Chronically Homeless People in Families,72.0
2014,Pennsylvania,Sheltered ES Chronically Homeless People in Families,151.0
2014,PR,Sheltered ES Chronically Homeless People in Families,0.0
2014,Rhode Island,Sheltered ES Chronically Homeless People in Families,0.0
2014,South Carolina,Sheltered ES Chronically Homeless People in Families,0.0
2014,South Dakota,Sheltered ES Chronically Homeless People in Families,24.0
2014,Tennessee,Sheltered ES Chronically Homeless People in Families,195.0
2014,Texas,Sheltered ES Chronically Homeless People in Families,339.0
2014,Utah,Sheltered ES Chronically Homeless People in Families,34.0
2014,Virginia,Sheltered ES Chronically Homeless People in Families,56.0
2014,VI,Sheltered ES Chronically Homeless People in Families,0.0
2014,Vermont,Sheltered ES Chronically Homeless People in Families,69.0
2014,Washington,Sheltered ES Chronically Homeless People in Families,114.0
2014,Wisconsin,Sheltered ES Chronically Homeless People in Families,88.0
2014,West Virginia,Sheltered ES Chronically Homeless People in Families,25.0
2014,Wyoming,Sheltered ES Chronically Homeless People in Families,18.0
2014,Total,Sheltered ES Chronically Homeless People in Families,9362.0
2014,Alaska,Sheltered Total Chronically Homeless People in Families,18.0
2014,Alabama,Sheltered Total Chronically Homeless People in Families,38.0
2014,Arkansas,Sheltered Total Chronically Homeless People in Families,3.0
2014,Arizona,Sheltered Total Chronically Homeless People in Families,13.0
2014,California,Sheltered Total Chronically Homeless People in Families,714.0
2014,Colorado,Sheltered Total Chronically Homeless People in Families,112.0
2014,Connecticut,Sheltered Total Chronically Homeless People in Families,151.0
2014,DC,Sheltered Total Chronically Homeless People in Families,420.0
2014,Delaware,Sheltered Total Chronically Homeless People in Families,3.0
2014,Florida,Sheltered Total Chronically Homeless People in Families,186.0
2014,Georgia,Sheltered Total Chronically Homeless People in Families,83.0
2014,GU,Sheltered Total Chronically Homeless People in Families,0.0
2014,Hawaii,Sheltered Total Chronically Homeless People in Families,54.0
2014,Iowa,Sheltered Total Chronically Homeless People in Families,33.0
2014,Idaho,Sheltered Total Chronically Homeless People in Families,36.0
2014,Illinois,Sheltered Total Chronically Homeless People in Families,119.0
2014,Indiana,Sheltered Total Chronically Homeless People in Families,52.0
2014,Kansas,Sheltered Total Chronically Homeless People in Families,28.0
2014,Kentucky,Sheltered Total Chronically Homeless People in Families,75.0
2014,Louisiana,Sheltered Total Chronically Homeless People in Families,30.0
2014,Massachusetts,Sheltered Total Chronically Homeless People in Families,1721.0
2014,Maryland,Sheltered Total Chronically Homeless People in Families,138.0
2014,Maine,Sheltered Total Chronically Homeless People in Families,18.0
2014,Michigan,Sheltered Total Chronically Homeless People in Families,80.0
2014,Minnesota,Sheltered Total Chronically Homeless People in Families,327.0
2014,Missouri,Sheltered Total Chronically Homeless People in Families,245.0
2014,MP,Sheltered Total Chronically Homeless People in Families,
2014,Mississippi,Sheltered Total Chronically Homeless People in Families,5.0
2014,Montana,Sheltered Total Chronically Homeless People in Families,6.0
2014,North Carolina,Sheltered Total Chronically Homeless People in Families,81.0
2014,North Dakota,Sheltered Total Chronically Homeless People in Families,4.0
2014,Nebraska,Sheltered Total Chronically Homeless People in Families,61.0
2014,New Hampshire,Sheltered Total Chronically Homeless People in Families,35.0
2014,New Jersey,Sheltered Total Chronically Homeless People in Families,247.0
2014,New Mexico,Sheltered Total Chronically Homeless People in Families,32.0
2014,Nevada,Sheltered Total Chronically Homeless People in Families,8.0
2014,New York,Sheltered Total Chronically Homeless People in Families,2836.0
2014,Ohio,Sheltered Total Chronically Homeless People in Families,115.0
2014,Oklahoma,Sheltered Total Chronically Homeless People in Families,50.0
2014,Oregon,Sheltered Total Chronically Homeless People in Families,72.0
2014,Pennsylvania,Sheltered Total Chronically Homeless People in Families,151.0
2014,PR,Sheltered Total Chronically Homeless People in Families,0.0
2014,Rhode Island,Sheltered Total Chronically Homeless People in Families,0.0
2014,South Carolina,Sheltered Total Chronically Homeless People in Families,0.0
2014,South Dakota,Sheltered Total Chronically Homeless People in Families,24.0
2014,Tennessee,Sheltered Total Chronically Homeless People in Families,195.0
2014,Texas,Sheltered Total Chronically Homeless People in Families,339.0
2014,Utah,Sheltered Total Chronically Homeless People in Families,34.0
2014,Virginia,Sheltered Total Chronically Homeless People in Families,56.0
2014,VI,Sheltered Total Chronically Homeless People in Families,0.0
2014,Vermont,Sheltered Total Chronically Homeless People in Families,69.0
2014,Washington,Sheltered Total Chronically Homeless People in Families,114.0
2014,Wisconsin,Sheltered Total Chronically Homeless People in Families,88.0
2014,West Virginia,Sheltered Total Chronically Homeless People in Families,25.0
2014,Wyoming,Sheltered Total Chronically Homeless People in Families,18.0
2014,Total,Sheltered Total Chronically Homeless People in Families,9362.0
2014,Alaska,Unsheltered Chronically Homeless People in Families,6.0
2014,Alabama,Unsheltered Chronically Homeless People in Families,73.0
2014,Arkansas,Unsheltered Chronically Homeless People in Families,0.0
2014,Arizona,Unsheltered Chronically Homeless People in Families,42.0
2014,California,Unsheltered Chronically Homeless People in Families,2164.0
2014,Colorado,Unsheltered Chronically Homeless People in Families,174.0
2014,Connecticut,Unsheltered Chronically Homeless People in Families,38.0
2014,DC,Unsheltered Chronically Homeless People in Families,0.0
2014,Delaware,Unsheltered Chronically Homeless People in Families,0.0
2014,Florida,Unsheltered Chronically Homeless People in Families,960.0
2014,Georgia,Unsheltered Chronically Homeless People in Families,276.0
2014,GU,Unsheltered Chronically Homeless People in Families,43.0
2014,Hawaii,Unsheltered Chronically Homeless People in Families,138.0
2014,Iowa,Unsheltered Chronically Homeless People in Families,0.0
2014,Idaho,Unsheltered Chronically Homeless People in Families,52.0
2014,Illinois,Unsheltered Chronically Homeless People in Families,20.0
2014,Indiana,Unsheltered Chronically Homeless People in Families,2.0
2014,Kansas,Unsheltered Chronically Homeless People in Families,2.0
2014,Kentucky,Unsheltered Chronically Homeless People in Families,38.0
2014,Louisiana,Unsheltered Chronically Homeless People in Families,3.0
2014,Massachusetts,Unsheltered Chronically Homeless People in Families,0.0
2014,Maryland,Unsheltered Chronically Homeless People in Families,87.0
2014,Maine,Unsheltered Chronically Homeless People in Families,8.0
2014,Michigan,Unsheltered Chronically Homeless People in Families,53.0
2014,Minnesota,Unsheltered Chronically Homeless People in Families,23.0
2014,Missouri,Unsheltered Chronically Homeless People in Families,17.0
2014,MP,Unsheltered Chronically Homeless People in Families,
2014,Mississippi,Unsheltered Chronically Homeless People in Families,2.0
2014,Montana,Unsheltered Chronically Homeless People in Families,8.0
2014,North Carolina,Unsheltered Chronically Homeless People in Families,66.0
2014,North Dakota,Unsheltered Chronically Homeless People in Families,0.0
2014,Nebraska,Unsheltered Chronically Homeless People in Families,0.0
2014,New Hampshire,Unsheltered Chronically Homeless People in Families,2.0
2014,New Jersey,Unsheltered Chronically Homeless People in Families,2.0
2014,New Mexico,Unsheltered Chronically Homeless People in Families,60.0
2014,Nevada,Unsheltered Chronically Homeless People in Families,0.0
2014,New York,Unsheltered Chronically Homeless People in Families,26.0
2014,Ohio,Unsheltered Chronically Homeless People in Families,26.0
2014,Oklahoma,Unsheltered Chronically Homeless People in Families,36.0
2014,Oregon,Unsheltered Chronically Homeless People in Families,416.0
2014,Pennsylvania,Unsheltered Chronically Homeless People in Families,7.0
2014,PR,Unsheltered Chronically Homeless People in Families,496.0
2014,Rhode Island,Unsheltered Chronically Homeless People in Families,0.0
2014,South Carolina,Unsheltered Chronically Homeless People in Families,0.0
2014,South Dakota,Unsheltered Chronically Homeless People in Families,13.0
2014,Tennessee,Unsheltered Chronically Homeless People in Families,96.0
2014,Texas,Unsheltered Chronically Homeless People in Families,125.0
2014,Utah,Unsheltered Chronically Homeless People in Families,2.0
2014,Virginia,Unsheltered Chronically Homeless People in Families,0.0
2014,VI,Unsheltered Chronically Homeless People in Families,0.0
2014,Vermont,Unsheltered Chronically Homeless People in Families,15.0
2014,Washington,Unsheltered Chronically Homeless People in Families,110.0
2014,Wisconsin,Unsheltered Chronically Homeless People in Families,0.0
2014,West Virginia,Unsheltered Chronically Homeless People in Families,33.0
2014,Wyoming,Unsheltered Chronically Homeless People in Families,21.0
2014,Total,Unsheltered Chronically Homeless People in Families,5781.0
2014,Alaska,Homeless Veterans,178.0
2014,Alabama,Homeless Veterans,542.0
2014,Arkansas,Homeless Veterans,361.0
2014,Arizona,Homeless Veterans,858.0
2014,California,Homeless Veterans,12096.0
2014,Colorado,Homeless Veterans,753.0
2014,Connecticut,Homeless Veterans,295.0
2014,DC,Homeless Veterans,406.0
2014,Delaware,Homeless Veterans,93.0
2014,Florida,Homeless Veterans,4552.0
2014,Georgia,Homeless Veterans,1443.0
2014,GU,Homeless Veterans,36.0
2014,Hawaii,Homeless Veterans,593.0
2014,Iowa,Homeless Veterans,202.0
2014,Idaho,Homeless Veterans,215.0
2014,Illinois,Homeless Veterans,1234.0
2014,Indiana,Homeless Veterans,725.0
2014,Kansas,Homeless Veterans,393.0
2014,Kentucky,Homeless Veterans,600.0
2014,Louisiana,Homeless Veterans,437.0
2014,Massachusetts,Homeless Veterans,1264.0
2014,Maryland,Homeless Veterans,654.0
2014,Maine,Homeless Veterans,152.0
2014,Michigan,Homeless Veterans,1122.0
2014,Minnesota,Homeless Veterans,317.0
2014,Missouri,Homeless Veterans,652.0
2014,MP,Homeless Veterans,
2014,Mississippi,Homeless Veterans,279.0
2014,Montana,Homeless Veterans,256.0
2014,North Carolina,Homeless Veterans,1164.0
2014,North Dakota,Homeless Veterans,151.0
2014,Nebraska,Homeless Veterans,241.0
2014,New Hampshire,Homeless Veterans,171.0
2014,New Jersey,Homeless Veterans,630.0
2014,New Mexico,Homeless Veterans,318.0
2014,Nevada,Homeless Veterans,1036.0
2014,New York,Homeless Veterans,2542.0
2014,Ohio,Homeless Veterans,1236.0
2014,Oklahoma,Homeless Veterans,408.0
2014,Oregon,Homeless Veterans,1292.0
2014,Pennsylvania,Homeless Veterans,1411.0
2014,PR,Homeless Veterans,87.0
2014,Rhode Island,Homeless Veterans,108.0
2014,South Carolina,Homeless Veterans,703.0
2014,South Dakota,Homeless Veterans,132.0
2014,Tennessee,Homeless Veterans,1142.0
2014,Texas,Homeless Veterans,2718.0
2014,Utah,Homeless Veterans,317.0
2014,Virginia,Homeless Veterans,620.0
2014,VI,Homeless Veterans,32.0
2014,Vermont,Homeless Veterans,120.0
2014,Washington,Homeless Veterans,1433.0
2014,Wisconsin,Homeless Veterans,520.0
2014,West Virginia,Homeless Veterans,333.0
2014,Wyoming,Homeless Veterans,116.0
2014,Total,Homeless Veterans,49689.0
2014,Alaska,Sheltered ES Homeless Veterans,119.0
2014,Alabama,Sheltered ES Homeless Veterans,251.0
2014,Arkansas,Sheltered ES Homeless Veterans,117.0
2014,Arizona,Sheltered ES Homeless Veterans,244.0
2014,California,Sheltered ES Homeless Veterans,1599.0
2014,Colorado,Sheltered ES Homeless Veterans,337.0
2014,Connecticut,Sheltered ES Homeless Veterans,73.0
2014,DC,Sheltered ES Homeless Veterans,276.0
2014,Delaware,Sheltered ES Homeless Veterans,39.0
2014,Florida,Sheltered ES Homeless Veterans,924.0
2014,Georgia,Sheltered ES Homeless Veterans,271.0
2014,GU,Sheltered ES Homeless Veterans,2.0
2014,Hawaii,Sheltered ES Homeless Veterans,60.0
2014,Iowa,Sheltered ES Homeless Veterans,105.0
2014,Idaho,Sheltered ES Homeless Veterans,30.0
2014,Illinois,Sheltered ES Homeless Veterans,317.0
2014,Indiana,Sheltered ES Homeless Veterans,252.0
2014,Kansas,Sheltered ES Homeless Veterans,104.0
2014,Kentucky,Sheltered ES Homeless Veterans,255.0
2014,Louisiana,Sheltered ES Homeless Veterans,106.0
2014,Massachusetts,Sheltered ES Homeless Veterans,311.0
2014,Maryland,Sheltered ES Homeless Veterans,246.0
2014,Maine,Sheltered ES Homeless Veterans,82.0
2014,Michigan,Sheltered ES Homeless Veterans,372.0
2014,Minnesota,Sheltered ES Homeless Veterans,137.0
2014,Missouri,Sheltered ES Homeless Veterans,259.0
2014,MP,Sheltered ES Homeless Veterans,
2014,Mississippi,Sheltered ES Homeless Veterans,64.0
2014,Montana,Sheltered ES Homeless Veterans,50.0
2014,North Carolina,Sheltered ES Homeless Veterans,458.0
2014,North Dakota,Sheltered ES Homeless Veterans,63.0
2014,Nebraska,Sheltered ES Homeless Veterans,89.0
2014,New Hampshire,Sheltered ES Homeless Veterans,65.0
2014,New Jersey,Sheltered ES Homeless Veterans,265.0
2014,New Mexico,Sheltered ES Homeless Veterans,149.0
2014,Nevada,Sheltered ES Homeless Veterans,190.0
2014,New York,Sheltered ES Homeless Veterans,754.0
2014,Ohio,Sheltered ES Homeless Veterans,547.0
2014,Oklahoma,Sheltered ES Homeless Veterans,182.0
2014,Oregon,Sheltered ES Homeless Veterans,353.0
2014,Pennsylvania,Sheltered ES Homeless Veterans,503.0
2014,PR,Sheltered ES Homeless Veterans,7.0
2014,Rhode Island,Sheltered ES Homeless Veterans,30.0
2014,South Carolina,Sheltered ES Homeless Veterans,138.0
2014,South Dakota,Sheltered ES Homeless Veterans,34.0
2014,Tennessee,Sheltered ES Homeless Veterans,523.0
2014,Texas,Sheltered ES Homeless Veterans,821.0
2014,Utah,Sheltered ES Homeless Veterans,93.0
2014,Virginia,Sheltered ES Homeless Veterans,315.0
2014,VI,Sheltered ES Homeless Veterans,1.0
2014,Vermont,Sheltered ES Homeless Veterans,34.0
2014,Washington,Sheltered ES Homeless Veterans,570.0
2014,Wisconsin,Sheltered ES Homeless Veterans,162.0
2014,West Virginia,Sheltered ES Homeless Veterans,213.0
2014,Wyoming,Sheltered ES Homeless Veterans,38.0
2014,Total,Sheltered ES Homeless Veterans,13599.0
2014,Alaska,Sheltered TH Homeless Veterans,41.0
2014,Alabama,Sheltered TH Homeless Veterans,199.0
2014,Arkansas,Sheltered TH Homeless Veterans,103.0
2014,Arizona,Sheltered TH Homeless Veterans,386.0
2014,California,Sheltered TH Homeless Veterans,2852.0
2014,Colorado,Sheltered TH Homeless Veterans,191.0
2014,Connecticut,Sheltered TH Homeless Veterans,148.0
2014,DC,Sheltered TH Homeless Veterans,99.0
2014,Delaware,Sheltered TH Homeless Veterans,50.0
2014,Florida,Sheltered TH Homeless Veterans,1466.0
2014,Georgia,Sheltered TH Homeless Veterans,376.0
2014,GU,Sheltered TH Homeless Veterans,4.0
2014,Hawaii,Sheltered TH Homeless Veterans,182.0
